"JP_Kanji","JP_Kana","JP_Roma","org_Longitude","org_Latitude","Classification",lon,lat
"竹富","たけとみ","Taketomi","124 ゚ 05’","24 ゚ 19’","Populated area",124.0833333333,24.3166666667
"竹富町","たけとみちょう","Taketomi Cho","124 ゚ 09’","24 ゚ 20’","Municipality",124.15,24.3333333333
"竹富島","たけとみじま","Taketomi Jima","124 ゚ 04’","24 ゚ 18’","Island",124.0666666667,24.3
"武豊町","たけとよちょう","Taketoyo Cho","136 ゚ 54’","34 ゚ 51’","Municipality",136.9,34.85
"多気町","たきちょう","Taki Cho","136 ゚ 32’","34 ゚ 29’","Municipality",136.5333333333,34.4833333333
"滝川市","たきかわし","Takikawa Shi","141 ゚ 54’","43 ゚ 33’","Municipality",141.9,43.55
"滝ノ原","たきのはら","Takinohara","139 ゚ 41’","37 ゚ 05’","Populated area",139.6833333333,37.0833333333
"滝上町","たきのうえちょう","Takinoue Cho","143 ゚ 04’","44 ゚ 11’","Municipality",143.0666666667,44.1833333333
"滝沢村","たきざわむら","Takizawa Mura","141 ゚ 04’","39 ゚ 44’","Municipality",141.0666666667,39.7333333333
"田子町","たっこまち","Takko Machi","141 ゚ 09’","40 ゚ 20’","Municipality",141.15,40.3333333333
"多古鼻","たこばな","Tako Bana","133 ゚ 05’","35 ゚ 35’","Cape",133.0833333333,35.5833333333
"多古町","たこまち","Tako Machi","140 ゚ 28’","35 ゚ 44’","Municipality",140.4666666667,35.7333333333
"蛸島","たこじま","Takojima","137 ゚ 18’","37 ゚ 27’","Populated area",137.3,37.45
"多久市","たくし","Taku Shi","130 ゚ 06’","33 ゚ 17’","Municipality",130.1,33.2833333333
"度島","たくしま","Taku Shima","129 ゚ 30’","33 ゚ 26’","Island",129.5,33.4333333333
"拓洋第5海山","たくようだいごかいざん","Takuyo-Daigo Kaizan","153 ゚ 20’","22 ゚ 56’","Undersea feature",153.3333333333,22.9333333333
"拓洋第1海山","たくようだいいちかいざん","Takuyo-Daiichi Kaizan","145 ゚ 58’","41 ゚ 16’","Undersea feature",145.9666666667,41.2666666667
"拓洋第2海山","たくようだいにかいざん","Takuyo-Daini Kaizan","143 ゚ 52’","34 ゚ 16’","Undersea feature",143.8666666667,34.2666666667
"拓洋第3海山","たくようだいさんかいざん","Takuyo-Daisan Kaizan","144 ゚ 20’","34 ゚ 12’","Undersea feature",144.3333333333,34.2
"拓洋第4海山","たくようだいよんかいざん","Takuyo-Daiyon Kaizan","151 ゚ 54’","23 ゚ 38’","Undersea feature",151.9,23.6333333333
"多摩川","たまがわ","Tama Gawa","139 ゚ 46’","35 ゚ 31’","River",139.7666666667,35.5166666667
"多摩市","たまし","Tama Shi","139 ゚ 26’","35 ゚ 38’","Municipality",139.4333333333,35.6333333333
"玉川村","たまかわむら","Tamakawa Mura","140 ゚ 24’","37 ゚ 12’","Municipality",140.4,37.2
"玉城町","たまきちょう","Tamaki Cho","136 ゚ 37’","34 ゚ 29’","Municipality",136.6166666667,34.4833333333
"玉置山","たまきやま","Tamaki Yama","135 ゚ 49’","33 ゚ 55’","Mountain",135.8166666667,33.9166666667
"玉村町","たまむらまち","Tamamura Machi","139 ゚ 06’","36 ゚ 18’","Municipality",139.1,36.3
"玉名市","たまなし","Tamana Shi","130 ゚ 33’","32 ゚ 55’","Municipality",130.55,32.9166666667
"玉野市","たまのし","Tamano Shi","133 ゚ 56’","34 ゚ 29’","Municipality",133.9333333333,34.4833333333
"玉島","たましま","Tamashima","133 ゚ 39’","34 ゚ 34’","Populated area",133.65,34.5666666667
"田村市","たむらし","Tamura Shi","140 ゚ 34’","37 ゚ 26’","Municipality",140.5666666667,37.4333333333
"田辺市","たなべし","Tanabe Shi","135 ゚ 22’","33 ゚ 43’","Municipality",135.3666666667,33.7166666667
"田名部川","たなぶがわ","Tanabu Gawa","141 ゚ 11’","41 ゚ 16’","River",141.1833333333,41.2666666667
"棚倉町","たなぐらまち","Tanagura Machi","140 ゚ 22’","37 ゚ 01’","Municipality",140.3666666667,37.0166666667
"丹波高地","たんばこうち","Tanba Kochi","135 ゚ 31’","35 ゚ 14’","Extensive natural feature",135.5166666667,35.2333333333
"丹波市","たんばし","Tanba Shi","135 ゚ 02’","35 ゚ 10’","Municipality",135.0333333333,35.1666666667
"種子島","たねがしま","Tanegashima","130 ゚ 57’","30 ゚ 33’","Island",130.95,30.55
"種子島海峡","たねがしまかいきょう","Tanegashima Kaikyo","130 ゚ 45’","30 ゚ 26’","Sea Area",130.75,30.4333333333
"男鹿島","たんがしま","Tanga Shima","134 ゚ 34’","34 ゚ 39’","Island",134.5666666667,34.65
"丹後半島","たんごはんとう","Tango Hanto","135 ゚ 03’","35 ゚ 38’","Extensive natural feature",135.05,35.6333333333
"谷川岳","たにがわだけ","Tanigawa Dake","138 ゚ 55’","36 ゚ 49’","Mountain",138.9166666667,36.8166666667
"田野町","たのちょう","Tano Cho","134 ゚ 00’","33 ゚ 25’","Municipality",134,33.4166666667
"田野畑村","たのはたむら","Tanohata Mura","141 ゚ 53’","39 ゚ 55’","Municipality",141.8833333333,39.9166666667
"丹沢山","たんざわさん","Tanzawa San","139 ゚ 09’","35 ゚ 28’","Mountain",139.15,35.4666666667
"龍飛崎","たっぴざき","Tappi Zaki","140 ゚ 20’","41 ゚ 16’","Cape",140.3333333333,41.2666666667
"太良町","たらちょう","Tara Cho","130 ゚ 10’","33 ゚ 01’","Municipality",130.1666666667,33.0166666667
"多良岳","たらだけ","Tara Dake","130 ゚ 05’","32 ゚ 58’","Mountain",130.0833333333,32.9666666667
"多良木町","たらぎまち","Taragi Machi","130 ゚ 56’","32 ゚ 15’","Municipality",130.9333333333,32.25
"多楽水道","たらくすいどう","Taraku Suido","146 ゚ 11’","43 ゚ 35’","Sea Area",146.1833333333,43.5833333333
"多楽島","たらくとう","Taraku To","146 ゚ 18’","43 ゚ 37’","Island",146.3,43.6166666667
"多良間島","たらましま","Tarama Shima","124 ゚ 41’","24 ゚ 38’","Island",124.6833333333,24.6333333333
"多良間村","たらまそん","Tarama Son","124 ゚ 42’","24 ゚ 40’","Municipality",124.7,24.6666666667
"太郎山","たろうさん","Taro San","139 ゚ 28’","36 ゚ 48’","Mountain",139.4666666667,36.8
"垂井町","たるいちょう","Tarui Cho","136 ゚ 31’","35 ゚ 22’","Municipality",136.5166666667,35.3666666667
"樽前山","たるまえやま","Tarumae Yama","141 ゚ 21’","42 ゚ 41’","Mountain",141.35,42.6833333333
"樽見","たるみ","Tarumi","136 ゚ 36’","35 ゚ 38’","Populated area",136.6,35.6333333333
"垂水市","たるみずし","Tarumizu Shi","130 ゚ 42’","31 ゚ 29’","Municipality",130.7,31.4833333333
"田代岳","たしろだけ","Tashiro Dake","140 ゚ 24’","40 ゚ 25’","Mountain",140.4,40.4166666667
"田代島","たしろじま","Tashiro Jima","141 ゚ 24’","38 ゚ 17’","Island",141.4,38.2833333333
"立山","たてやま","Tate Yama","137 ゚ 36’","36 ゚ 34’","Mountain",137.6,36.5666666667
"館林市","たてばやしし","Tatebayashi Shi","139 ゚ 32’","36 ゚ 14’","Municipality",139.5333333333,36.2333333333
"立石岬","たていしみさき","Tateishi Misaki","136 ゚ 01’","35 ゚ 46’","Cape",136.0166666667,35.7666666667
"立科町","たてしなまち","Tateshina Machi","138 ゚ 18’","36 ゚ 16’","Municipality",138.3,36.2666666667
"蓼科山","たてしなやま","Tateshina Yama","138 ゚ 17’","36 ゚ 06’","Mountain",138.2833333333,36.1
"立山町","たてやままち","Tateyama Machi","137 ゚ 18’","36 ゚ 39’","Municipality",137.3,36.65
"館山市","たてやまし","Tateyama Shi","139 ゚ 52’","34 ゚ 59’","Municipality",139.8666666667,34.9833333333
"龍郷町","たつごうちょう","Tatsugo Cho","129 ゚ 35’","28 ゚ 24’","Municipality",129.5833333333,28.4
"竜舞崎","たつまいさき","Tatsumai Saki","141 ゚ 37’","38 ゚ 49’","Cape",141.6166666667,38.8166666667
"辰野町","たつのまち","Tatsuno Machi","137 ゚ 59’","35 ゚ 58’","Municipality",137.9833333333,35.9666666667
"たつの市","たつのし","Tatsuno Shi","134 ゚ 32’","34 ゚ 51’","Municipality",134.5333333333,34.85
"田原本町","たわらもとちょう","Tawaramoto Cho","135 ゚ 47’","34 ゚ 33’","Municipality",135.7833333333,34.55
"田沢湖","たざわこ","Tazawa Ko","140 ゚ 39’","39 ゚ 43’","Lake",140.65,39.7166666667
"手島","てしま","Te Shima","133 ゚ 40’","34 ゚ 23’","Island",133.6666666667,34.3833333333
"豊島","てしま","Te Shima","134 ゚ 04’","34 ゚ 28’","Island",134.0666666667,34.4666666667
"手取川","てどりがわ","Tedori Gawa","136 ゚ 28’","36 ゚ 29’","River",136.4666666667,36.4833333333
"手稲","ていね","Teine","141 ゚ 14’","43 ゚ 06’","Populated area",141.2333333333,43.1
"手稲山","ていねやま","Teine Yama","141 ゚ 11’","43 ゚ 04’","Mountain",141.1833333333,43.0666666667
"光岳","てかりだけ","Tekari Dake","138 ゚ 05’","35 ゚ 20’","Mountain",138.0833333333,35.3333333333
"天山","てんざん","Ten Zan","130 ゚ 08’","33 ゚ 20’","Mountain",130.1333333333,33.3333333333
"天童市","てんどうし","Tendo Shi","140 ゚ 22’","38 ゚ 21’","Municipality",140.3666666667,38.35
"天栄村","てんえいむら","Ten-ei Mura","140 ゚ 14’","37 ゚ 15’","Municipality",140.2333333333,37.25
"天狗鼻","てんぐばな","Tengu Bana","130 ゚ 09’","31 ゚ 47’","Cape",130.15,31.7833333333
"天仁屋崎","てにやざき","Teniya Zaki","128 ゚ 08’","26 ゚ 33’","Cape",128.1333333333,26.55
"天神川","てんじんがわ","Tenjin Gawa","133 ゚ 51’","35 ゚ 30’","River",133.85,35.5
"天川村","てんかわむら","Tenkawa Mura","135 ゚ 51’","34 ゚ 14’","Municipality",135.85,34.2333333333
"天保海山","てんぽうかいざん","Tenpo Kaizan","139 ゚ 40’","27 ゚ 10’","Undersea feature",139.6666666667,27.1666666667
"天理市","てんりし","Tenri Shi","135 ゚ 50’","34 ゚ 35’","Municipality",135.8333333333,34.5833333333
"天竜川","てんりゅうがわ","Tenryu Gawa","137 ゚ 48’","34 ゚ 38’","River",137.8,34.6333333333
"天竜海底谷","てんりゅうかいていこく","Tenryu Kaiteikoku","137 ゚ 35’","34 ゚ 00’","Undersea feature",137.5833333333,34
"天龍村","てんりゅうむら","Tenryu Mura","137 ゚ 51’","35 ゚ 16’","Municipality",137.85,35.2666666667
"寺島","てらしま","Tera Shima","129 ゚ 03’","33 ゚ 14’","Island",129.05,33.2333333333
"弟子屈町","てしかがちょう","Teshikaga Cho","144 ゚ 27’","43 ゚ 29’","Municipality",144.45,43.4833333333
"天塩町","てしおちょう","Teshio Cho","141 ゚ 44’","44 ゚ 53’","Municipality",141.7333333333,44.8833333333
"天塩岳","てしおだけ","Teshio Dake","142 ゚ 52’","43 ゚ 57’","Mountain",142.8666666667,43.95
"天塩川","てしおがわ","Teshio Gawa","141 ゚ 52’","44 ゚ 57’","River",141.8666666667,44.95
"天塩山地","てしおさんち","Teshio Sanchi","142 ゚ 06’","44 ゚ 27’","Extensive natural feature",142.1,44.45
"天売島","てうりとう","Teuri To","141 ゚ 17’","44 ゚ 25’","Island",141.2833333333,44.4166666667
"戸島","とじま","To Jima","132 ゚ 21’","33 ゚ 12’","Island",132.35,33.2
"利島","としま","To Shima","139 ゚ 16’","34 ゚ 31’","Island",139.2666666667,34.5166666667
"鳥羽市","とばし","Toba Shi","136 ゚ 50’","34 ゚ 28’","Municipality",136.8333333333,34.4666666667
"砥部町","とべちょう","Tobe Cho","132 ゚ 47’","33 ゚ 44’","Municipality",132.7833333333,33.7333333333
"当別町","とうべつちょう","Tobetsu Cho","141 ゚ 31’","43 ゚ 13’","Municipality",141.5166666667,43.2166666667
"当別川","とうべつがわ","Tobetsu Gawa","141 ゚ 34’","43 ゚ 26’","River",141.5666666667,43.4333333333
"飛島","とびしま","Tobi Shima","139 ゚ 32’","39 ゚ 11’","Island",139.5333333333,39.1833333333
"飛島村","とびしまむら","Tobishima Mura","136 ゚ 47’","35 ゚ 04’","Municipality",136.7833333333,35.0666666667
"湯沸岬","とうぶつみさき","Tobutsu Misaki","145 ゚ 10’","43 ゚ 04’","Cape",145.1666666667,43.0666666667
"栃木県","とちぎけん","Tochigi Ken","139 ゚ 53’","36 ゚ 33’","Municipality",139.8833333333,36.55
"栃木市","とちぎし","Tochigi Shi","139 ゚ 43’","36 ゚ 22’","Municipality",139.7166666667,36.3666666667
"栃ノ木峠","とちのきとうげ","Tochinoki Toge","136 ゚ 09’","35 ゚ 41’","Pass",136.15,35.6833333333
"戸田市","とだし","Toda Shi","139 ゚ 40’","35 ゚ 49’","Municipality",139.6666666667,35.8166666667
"海驢島","とどしま","Todo Shima","140 ゚ 58’","45 ゚ 28’","Island",140.9666666667,45.4666666667
"魹ヶ崎","とどがさき","Todogasaki","142 ゚ 04’","39 ゚ 32’","Cape",142.0666666667,39.5333333333
"東栄町","とうえいちょう","Toei Cho","137 ゚ 41’","35 ゚ 04’","Municipality",137.6833333333,35.0666666667
"東沸湖","とうふつこ","Tofutsu Ko","145 ゚ 36’","43 ゚ 55’","Lake",145.6,43.9166666667
"涛沸湖","とうふつこ","Tofutsu Ko","144 ゚ 23’","43 ゚ 55’","Lake",144.3833333333,43.9166666667
"戸隠山","とがくしやま","Togakushi Yama","138 ゚ 03’","36 ゚ 46’","Mountain",138.05,36.7666666667
"東金市","とうがねし","Togane Shi","140 ゚ 21’","35 ゚ 33’","Municipality",140.35,35.55
"時津町","とぎつちょう","Togitsu Cho","129 ゚ 50’","32 ゚ 49’","Municipality",129.8333333333,32.8166666667
"東郷町","とうごうちょう","Togo Cho","137 ゚ 03’","35 ゚ 05’","Municipality",137.05,35.0833333333
"東郷池","とうごういけ","Togo Ike","133 ゚ 53’","35 ゚ 28’","Lake",133.8833333333,35.4666666667
"戸倉","とぐら","Togura","138 ゚ 09’","36 ゚ 29’","Populated area",138.15,36.4833333333
"東峰村","とうほうむら","Toho Mura","130 ゚ 52’","33 ゚ 23’","Municipality",130.8666666667,33.3833333333
"東北町","とうほくまち","Tohoku Machi","141 ゚ 15’","40 ゚ 43’","Municipality",141.25,40.7166666667
"当幌川","とうほろがわ","Tohoro Gawa","145 ゚ 04’","43 ゚ 32’","River",145.0666666667,43.5333333333
"土肥","とい","Toi","138 ゚ 47’","34 ゚ 54’","Populated area",138.7833333333,34.9
"都井岬","といみさき","Toi Misaki","131 ゚ 19’","31 ゚ 21’","Cape",131.3166666667,31.35
"戸出","といで","Toide","136 ゚ 58’","36 ゚ 41’","Populated area",136.9666666667,36.6833333333
"東員町","とういんちょう","Toin Cho","136 ゚ 35’","35 ゚ 04’","Municipality",136.5833333333,35.0666666667
"十勝岳","とかちだけ","Tokachi Dake","142 ゚ 40’","43 ゚ 24’","Mountain",142.6666666667,43.4
"十勝川","とかちがわ","Tokachi Gawa","143 ゚ 40’","42 ゚ 41’","River",143.6666666667,42.6833333333
"十勝平野","とかちへいや","Tokachi Heiya","143 ゚ 05’","42 ゚ 59’","Extensive natural feature",143.0833333333,42.9833333333
"東海村","とうかいむら","Tokai Mura","140 ゚ 33’","36 ゚ 28’","Municipality",140.55,36.4666666667
"東海市","とうかいし","Tokai Shi","136 ゚ 54’","35 ゚ 01’","Municipality",136.9,35.0166666667
"十日町市","とおかまちし","Tokamachi Shi","138 ゚ 45’","37 ゚ 07’","Municipality",138.75,37.1166666667
"吐噶喇海峡","とからかいきょう","Tokara Kaikyo","130 ゚ 16’","30 ゚ 12’","Sea Area",130.2666666667,30.2
"吐噶喇列島","とかられっとう","Tokara Retto","129 ゚ 38’","29 ゚ 49’","Extensive natural feature",129.6333333333,29.8166666667
"渡嘉敷島","とかしきじま","Tokashiki Jima","127 ゚ 21’","26 ゚ 11’","Island",127.35,26.1833333333
"渡嘉敷村","とかしきそん","Tokashiki Son","127 ゚ 21’","26 ゚ 11’","Municipality",127.35,26.1833333333
"土岐川","ときがわ","Toki Gawa","137 ゚ 06’","35 ゚ 19’","River",137.1,35.3166666667
"土岐市","ときし","Toki Shi","137 ゚ 11’","35 ゚ 21’","Municipality",137.1833333333,35.35
"ときがわ町","ときがわまち","Tokigawa Machi","139 ゚ 17’","36 ゚ 00’","Municipality",139.2833333333,36
"常滑市","とこなめし","Tokoname Shi","136 ゚ 49’","34 ゚ 53’","Municipality",136.8166666667,34.8833333333
"常浪川","とこなみがわ","Tokonami Gawa","139 ゚ 28’","37 ゚ 39’","River",139.4666666667,37.65
"常呂川","ところがわ","Tokoro Gawa","144 ゚ 05’","44 ゚ 08’","River",144.0833333333,44.1333333333
"所沢市","ところざわし","Tokorozawa Shi","139 ゚ 28’","35 ゚ 47’","Municipality",139.4666666667,35.7833333333
"床丹川","とこたんがわ","Tokotan Gawa","145 ゚ 09’","43 ゚ 26’","River",145.15,43.4333333333
"徳之島","とくのしま","Tokunoshima","128 ゚ 56’","27 ゚ 47’","Island",128.9333333333,27.7833333333
"徳之島町","とくのしまちょう","Tokunoshima Cho","129 ゚ 01’","27 ゚ 43’","Municipality",129.0166666667,27.7166666667
"戸倉峠","とくらとうげ","Tokura Toge","134 ゚ 30’","35 ゚ 18’","Pass",134.5,35.3
"徳志別川","とくしべつがわ","Tokushibetsu Gawa","142 ゚ 32’","44 ゚ 39’","River",142.5333333333,44.65
"徳島県","とくしまけん","Tokushima Ken","134 ゚ 33’","34 ゚ 03’","Municipality",134.55,34.05
"徳島市","とくしまし","Tokushima Shi","134 ゚ 33’","34 ゚ 04’","Municipality",134.55,34.0666666667
"東京都","とうきょうと","Tokyo To","139 ゚ 41’","35 ゚ 41’","Municipality",139.6833333333,35.6833333333
"東京湾","とうきょうわん","Tokyo Wan","139 ゚ 54’","35 ゚ 31’","Sea Area",139.9,35.5166666667
"当麻町","とうまちょう","Toma Cho","142 ゚ 30’","43 ゚ 49’","Municipality",142.5,43.8166666667
"苫小牧市","とまこまいし","Tomakomai Shi","141 ゚ 36’","42 ゚ 38’","Municipality",141.6,42.6333333333
"苫前町","とままえちょう","Tomamae Cho","141 ゚ 39’","44 ゚ 18’","Municipality",141.65,44.3
